unit,cad_number,agency,call_type,origunit,unit_enroute_date,priority,disposition,primary_unit,beat,rep_dist,call_created_time,call_entry_date,call_entry_time,unit_dispatch_date,unit_dispatch_time,unit_enroute_time,unit_onscene_date,unit_onscene_time,turnout_seconds,call,call_no2,arrivalstatus,report_category,turnout_compliance,battalion,unit_type,unit_enroute_date_clean,unit_enroute_date_parsed,call_entry_date_clean,call_entry_date_parsed,unit_dispatch_date_clean,unit_dispatch_date_parsed,unit_onscene_date_clean,unit_onscene_date_parsed,call_created_time_time_string,call_created_time_numeric,call_entry_time_time_string,call_entry_time_numeric,unit_dispatch_time_time_string,unit_dispatch_time_numeric,unit_enroute_time_time_string,unit_enroute_time_numeric,unit_onscene_time_time_string,unit_onscene_time_numeric,turnout_seconds_numeric,turnout_minutes,turnout_compliance_clean,met_turnout,dispatch_date,dispatch_day,dispatch_month,dispatch_hour
EN006,S100000017,PCFR,53A02,EN006,2/9/26 0:00,A1,COM,EN006,6,F06A,110225,2/9/26 0:00,110301,2/9/26 0:00,110334,110339.0,2/9/26 0:00,111148.0,5.0,S100000017,S100000017,AOS,Other,,Battalion 1,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,11:02:25,110225,11:03:01,110301,11:03:34,110334,11:03:39,110339.0,11:11:48,111148.0,5.0,0.08333333333333333,Nan,False,2026-02-09,Monday,February,11
EN006,S100000018,PCFR,53A02,EN006,2/9/26 0:00,A1,COM,EN006,6,F06A,110225,2/9/26 0:00,110301,2/9/26 0:00,110334,110339.0,2/9/26 0:00,111148.0,5.0,S100000018,S100000018,AOS,Other,,Battalion 1,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,11:02:25,110225,11:03:01,110301,11:03:34,110334,11:03:39,110339.0,11:11:48,111148.0,5.0,0.08333333333333333,Nan,False,2026-02-09,Monday,February,11
EN010,S100000019,PCFR,21A01T,EN010,2/9/26 0:00,A1,COM,MR010,10,F10B,91435,2/9/26 0:00,91457,2/9/26 0:00,91536,91539.0,2/9/26 0:00,93419.0,3.0,S100000019,S100000019,AOS,EMS,Met,Battalion 6,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:14:35,91435,09:14:57,91457,09:15:36,91536,09:15:39,91539.0,09:34:19,93419.0,3.0,0.05,Met,True,2026-02-09,Monday,February,9
EN012,S100000020,PCFR,26D01,EN012,2/9/26 0:00,D1,COM,MR012,12,F930E,90110,2/9/26 0:00,90149,2/9/26 0:00,90216,90351.0,2/9/26 0:00,90823.0,95.0,S100000020,S100000020,AOS,EMS,Missed,Battalion 7,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:01:10,90110,09:01:49,90149,09:02:16,90216,09:03:51,90351.0,09:08:23,90823.0,95.0,1.5833333333333333,Missed,False,2026-02-09,Monday,February,9
EN017,S100000021,PCFR,26A08,EN017,2/9/26 0:00,A1,COM,MR017,17,F17C,80332,2/9/26 0:00,80408,2/9/26 0:00,80458,80516.0,2/9/26 0:00,81300.0,18.0,S100000021,S100000021,AOS,EMS,Met,Battalion 4,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,08:03:32,80332,08:04:08,80408,08:04:58,80458,08:05:16,80516.0,08:13:00,81300.0,18.0,0.3,Met,True,2026-02-09,Monday,February,8
EN017,S100000022,PCFR,OOS,EN017,2/9/26 0:00,OS,,EN017,,,102047,2/9/26 0:00,102047,2/9/26 0:00,102047,102047.0,2/9/26 0:00,102047.0,0.0,S100000022,S100000022,AOS,Omit,,Battalion 4,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:20:47,102047,10:20:47,102047,10:20:47,102047,10:20:47,102047.0,10:20:47,102047.0,0.0,0.0,Nan,False,2026-02-09,Monday,February,10
EN028,S100000023,PCFR,17A04,EN028,2/9/26 0:00,A1,COM,MR028,28,F34G,90917,2/9/26 0:00,90942,2/9/26 0:00,91033,91108.0,2/9/26 0:00,91952.0,35.0,S100000023,S100000023,AOS,EMS,Met,Battalion 3,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:09:17,90917,09:09:42,90942,09:10:33,91033,09:11:08,91108.0,09:19:52,91952.0,35.0,0.5833333333333334,Met,True,2026-02-09,Monday,February,9
EN033,S100000024,PCFR,06D02O,EN033,2/9/26 0:00,D1,COM,MR033,33N,F33A,91727,2/9/26 0:00,91748,2/9/26 0:00,91823,91829.0,2/9/26 0:00,92634.0,6.0,S100000024,S100000024,AOS,EMS,Met,Battalion 2,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:17:27,91727,09:17:48,91748,09:18:23,91823,09:18:29,91829.0,09:26:34,92634.0,6.0,0.1,Met,True,2026-02-09,Monday,February,9
EN035,S100000025,PCFR,31A01,EN035,2/9/26 0:00,A1,COM,MR035,35N,F28E,94045,2/9/26 0:00,94111,2/9/26 0:00,94128,94216.0,2/9/26 0:00,95014.0,48.0,S100000025,S100000025,AOS,EMS,Met,Battalion 3,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:40:45,94045,09:41:11,94111,09:41:28,94128,09:42:16,94216.0,09:50:14,95014.0,48.0,0.8,Met,True,2026-02-09,Monday,February,9
EN036,S100000026,PCFR,26A08,EN036,2/9/26 0:00,A1,,MR036,36,F560F,103257,2/9/26 0:00,103410,2/9/26 0:00,103438,103449.0,2/9/26 0:00,104624.0,11.0,S100000026,S100000026,AOS,EMS,Met,Battalion 2,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:32:57,103257,10:34:10,103410,10:34:38,103438,10:34:49,103449.0,10:46:24,104624.0,11.0,0.18333333333333332,Met,True,2026-02-09,Monday,February,10
EN036,S100000027,PCFR,28C01J,EN036,2/9/26 0:00,C1,COM,MD216,16,F560G,83854,2/9/26 0:00,83930,2/9/26 0:00,83958,84058.0,2/9/26 0:00,85049.0,60.0,S100000027,S100000027,AOS,EMS,Met,Battalion 2,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,08:38:54,83854,08:39:30,83930,08:39:58,83958,08:40:58,84058.0,08:50:49,85049.0,60.0,1.0,Met,True,2026-02-09,Monday,February,8
EN037,S100000028,PCFR,26A08,EN037,2/9/26 0:00,A1,,MR046,37,F37A,105707,2/9/26 0:00,105736,2/9/26 0:00,105802,105822.0,2/9/26 0:00,110949.0,20.0,S100000028,S100000028,AOS,EMS,Met,Battalion 5,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:57:07,105707,10:57:36,105736,10:58:02,105802,10:58:22,105822.0,11:09:49,110949.0,20.0,0.3333333333333333,Met,True,2026-02-09,Monday,February,10
EN046,S100000029,PCFR,18C02,EN046,2/9/26 0:00,C1,COM,MR037,46,F40B,102009,2/9/26 0:00,102208,2/9/26 0:00,102249,102350.0,2/9/26 0:00,102927.0,61.0,S100000029,S100000029,AOS,EMS,Missed,Battalion 5,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:20:09,102009,10:22:08,102208,10:22:49,102249,10:23:50,102350.0,10:29:27,102927.0,61.0,1.0166666666666666,Missed,False,2026-02-09,Monday,February,10
EN046,S100000030,PCFR,17D04,EN046,2/9/26 0:00,D1,COM,MR046,46,F40B,92831,2/9/26 0:00,92910,2/9/26 0:00,92946,93039.0,2/9/26 0:00,93718.0,53.0,S100000030,S100000030,AOS,EMS,Met,Battalion 5,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:28:31,92831,09:29:10,92910,09:29:46,92946,09:30:39,93039.0,09:37:18,93718.0,53.0,0.8833333333333333,Met,True,2026-02-09,Monday,February,9
LD015,S100000031,PCFR,60B03O,LD015,2/9/26 0:00,B1,COM,EN002,2,F02A,90007,2/9/26 0:00,90029,2/9/26 0:00,90326,90326.0,2/9/26 0:00,91638.0,0.0,S100000031,S100000031,AOS,Fire,Met,Battalion 6,Special Operations,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:00:07,90007,09:00:29,90029,09:03:26,90326,09:03:26,90326.0,09:16:38,91638.0,0.0,0.0,Met,True,2026-02-09,Monday,February,9
LD015,S100000032,PCFR,OOS,LD015,2/9/26 0:00,OS,,LD015,,,85907,2/9/26 0:00,85907,2/9/26 0:00,85907,85907.0,2/9/26 0:00,85907.0,0.0,S100000032,S100000032,AOS,Omit,,Battalion 6,Special Operations,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,08:59:07,85907,08:59:07,85907,08:59:07,85907,08:59:07,85907.0,08:59:07,85907.0,0.0,0.0,Nan,False,2026-02-09,Monday,February,8
LD015,S100000033,PCFR,OOS,LD015,2/9/26 0:00,OS,,LD015,,,93143,2/9/26 0:00,93143,2/9/26 0:00,93143,93143.0,2/9/26 0:00,93143.0,0.0,S100000033,S100000033,AOS,Omit,,Battalion 6,Special Operations,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:31:43,93143,09:31:43,93143,09:31:43,93143,09:31:43,93143.0,09:31:43,93143.0,0.0,0.0,Nan,False,2026-02-09,Monday,February,9
LD042,S100000034,PCFR,12A03,LD042,2/9/26 0:00,A1,COM,MR042,42N,F33B,85607,2/9/26 0:00,85635,2/9/26 0:00,85654,85750.0,2/9/26 0:00,90324.0,56.0,S100000034,S100000034,AOS,EMS,Met,Battalion 2,Ladder,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,08:56:07,85607,08:56:35,85635,08:56:54,85654,08:57:50,85750.0,09:03:24,90324.0,56.0,0.9333333333333333,Met,True,2026-02-09,Monday,February,8
