unit,cad_number,agency,call_type,origunit,unit_enroute_date,priority,disposition,primary_unit,beat,rep_dist,call_created_time,call_entry_date,call_entry_time,unit_dispatch_date,unit_dispatch_time,unit_enroute_time,unit_onscene_date,unit_onscene_time,turnout_seconds,call,call_no2,arrivalstatus,report_category,turnout_compliance,battalion,unit_type,unit_enroute_date_clean,unit_enroute_date_parsed,call_entry_date_clean,call_entry_date_parsed,unit_dispatch_date_clean,unit_dispatch_date_parsed,unit_onscene_date_clean,unit_onscene_date_parsed,call_created_time_time_string,call_created_time_numeric,call_entry_time_time_string,call_entry_time_numeric,unit_dispatch_time_time_string,unit_dispatch_time_numeric,unit_enroute_time_time_string,unit_enroute_time_numeric,unit_onscene_time_time_string,unit_onscene_time_numeric,turnout_seconds_numeric,turnout_minutes,turnout_compliance_clean,met_turnout,dispatch_date,dispatch_day,dispatch_month,dispatch_hour
TE015,S100000068,PCFR,71,TE015,2/9/26 0:00,PA,COM,EN004,4,F15G,91326,2/9/26 0:00,91410,2/9/26 0:00,91639,91642.0,2/9/26 0:00,93528.0,3.0,S100000068,S100000068,AOS,Fire,Met,Battalion 6,Tender,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:13:26,91326,09:14:10,91410,09:16:39,91639,09:16:42,91642.0,09:35:28,93528.0,3.0,0.05,Met,True,2026-02-09,Monday,February,9
TW033,S100000069,PCFR,OOS,TW033,2/9/26 0:00,OS,,TW033,,,102020,2/9/26 0:00,102020,2/9/26 0:00,102020,102020.0,2/9/26 0:00,102020.0,0.0,S100000069,S100000069,AOS,Omit,,Battalion 2,Special Operations,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:20:20,102020,10:20:20,102020,10:20:20,102020,10:20:20,102020.0,10:20:20,102020.0,0.0,0.0,Nan,False,2026-02-09,Monday,February,10
TW033,S100000070,PCFR,29D02P,TW033,2/9/26 0:00,D1,COM,MR020,33N,F33A,93314,2/9/26 0:00,93412,2/9/26 0:00,93554,93610.0,2/9/26 0:00,94110.0,16.0,S100000070,S100000070,AOS,EMS,Met,Battalion 2,Special Operations,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:33:14,93314,09:34:12,93412,09:35:54,93554,09:36:10,93610.0,09:41:10,94110.0,16.0,0.26666666666666666,Met,True,2026-02-09,Monday,February,9
BC003,S100000071,PCFR,29,BC003,2/9/26 0:00,PA,COM,MR015,15,F15B,92923,2/9/26 0:00,93035,2/9/26 0:00,93105,93139.0,,,34.0,S100000071,S100000071,DNA,EMS,Met,Battalion 3,Battalion Chief,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:29:23,92923,09:30:35,93035,09:31:05,93105,09:31:39,93139.0,,,34.0,0.5666666666666667,Met,True,2026-02-09,Monday,February,9
BC004,S100000072,PCFR,68C01,BC004,2/9/26 0:00,C1,UTL,EN005,16,F560G,105656,2/9/26 0:00,105722,2/9/26 0:00,105941,110001.0,,,20.0,S100000072,S100000072,DNA,Fire,Met,Battalion 4,Battalion Chief,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:56:56,105656,10:57:22,105722,10:59:41,105941,11:00:01,110001.0,,,20.0,0.3333333333333333,Met,True,2026-02-09,Monday,February,10
BC005,S100000073,PCFR,52,BC005,2/9/26 0:00,PA,COM,HCEN2,38,F38A,80254,2/9/26 0:00,80316,2/9/26 0:00,80416,80431.0,,,15.0,S100000073,S100000073,DNA,Fire,Met,Battalion 5,Battalion Chief,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,08:02:54,80254,08:03:16,80316,08:04:16,80416,08:04:31,80431.0,,,15.0,0.25,Met,True,2026-02-09,Monday,February,8
BC005,S100000074,PCFR,18C02,BC005,,C1,COM,MR037,46,F40B,102009,2/9/26 0:00,102208,2/9/26 0:00,102249,,,,,S100000074,S100000074,,EMS,Met,Battalion 5,Battalion Chief,nan,,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:20:09,102009,10:22:08,102208,10:22:49,102249,,,,,,,Met,True,2026-02-09,Monday,February,10
BC006,S100000075,PCFR,60B03O,BC006,2/9/26 0:00,B1,COM,EN002,2,F02A,90007,2/9/26 0:00,90029,2/9/26 0:00,90100,90405.0,,,185.0,S100000075,S100000075,DNA,Fire,Missed,Battalion 6,Battalion Chief,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:00:07,90007,09:00:29,90029,09:01:00,90100,09:04:05,90405.0,,,185.0,3.0833333333333335,Missed,False,2026-02-09,Monday,February,9
BC007,S100000076,PCFR,82,BC007,2/9/26 0:00,PA,COM,SQ021,21,F930H,104949,2/9/26 0:00,105049,2/9/26 0:00,105130,105143.0,,,13.0,S100000076,S100000076,DNA,Fire,Met,Battalion 7,Battalion Chief,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:49:49,104949,10:50:49,105049,10:51:30,105130,10:51:43,105143.0,,,13.0,0.21666666666666667,Met,True,2026-02-09,Monday,February,10
EN002,S100000077,PCFR,26A08,EN002,2/9/26 0:00,A1,COM,MR002,2,F02D,91447,2/9/26 0:00,91514,2/9/26 0:00,92055,92057.0,,,2.0,S100000077,S100000077,DNA,EMS,Met,Battalion 6,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:14:47,91447,09:15:14,91514,09:20:55,92055,09:20:57,92057.0,,,2.0,0.03333333333333333,Met,True,2026-02-09,Monday,February,9
EN005,S100000078,PCFR,26C02,EN005,2/9/26 0:00,C1,,MR017,17,F17A,101623,2/9/26 0:00,101715,2/9/26 0:00,102126,102136.0,,,10.0,S100000078,S100000078,DNA,EMS,Met,Battalion 4,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:16:23,101623,10:17:15,101715,10:21:26,102126,10:21:36,102136.0,,,10.0,0.16666666666666666,Met,True,2026-02-09,Monday,February,10
EN008,S100000079,PCFR,26A08,EN008,2/9/26 0:00,A1,COM,MR002,2,F02D,91447,2/9/26 0:00,91514,2/9/26 0:00,91556,91638.0,,,42.0,S100000079,S100000079,DNA,EMS,Met,Battalion 6,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:14:47,91447,09:15:14,91514,09:15:56,91556,09:16:38,91638.0,,,42.0,0.7,Met,True,2026-02-09,Monday,February,9
EN008,S100000080,PCFR,26A05,EN008,2/9/26 0:00,A1,,MD202,2,F02F,105906,2/9/26 0:00,105940,2/9/26 0:00,110013,110101.0,,,48.0,S100000080,S100000080,DNA,EMS,Met,Battalion 6,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:59:06,105906,10:59:40,105940,11:00:13,110013,11:01:01,110101.0,,,48.0,0.8,Met,True,2026-02-09,Monday,February,11
EN008,S100000081,PCFR,26O07,EN008,2/9/26 0:00,O1,,MR015,8,F02E,111221,2/9/26 0:00,111244,2/9/26 0:00,111306,111321.0,,,15.0,S100000081,S100000081,DNA,EMS,Met,Battalion 6,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,11:12:21,111221,11:12:44,111244,11:13:06,111306,11:13:21,111321.0,,,15.0,0.25,Met,True,2026-02-09,Monday,February,11
EN008,S100000082,PCFR,29,EN008,2/9/26 0:00,PA,COM,MR015,15,F15B,92923,2/9/26 0:00,93035,2/9/26 0:00,93156,93236.0,,,40.0,S100000082,S100000082,DNA,EMS,Met,Battalion 6,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:29:23,92923,09:30:35,93035,09:31:56,93156,09:32:36,93236.0,,,40.0,0.6666666666666666,Met,True,2026-02-09,Monday,February,9
EN017,S100000083,PCFR,26C02,EN017,2/9/26 0:00,C1,,MR017,17,F17A,101623,2/9/26 0:00,101715,2/9/26 0:00,101746,101835.0,,,49.0,S100000083,S100000083,DNA,EMS,Met,Battalion 4,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:16:23,101623,10:17:15,101715,10:17:46,101746,10:18:35,101835.0,,,49.0,0.8166666666666667,Met,True,2026-02-09,Monday,February,10
EN020,S100000084,PCFR,52,EN020,2/9/26 0:00,PA,COM,HCEN2,38,F38A,80254,2/9/26 0:00,80316,2/9/26 0:00,80416,80445.0,,,29.0,S100000084,S100000084,DNA,Fire,Met,Battalion 2,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,08:02:54,80254,08:03:16,80316,08:04:16,80416,08:04:45,80445.0,,,29.0,0.48333333333333334,Met,True,2026-02-09,Monday,February,8
EN028,S100000085,PCFR,26D01,EN028,2/9/26 0:00,D1,,MR028,28,F28F,100425,2/9/26 0:00,100444,2/9/26 0:00,100525,100538.0,,,13.0,S100000085,S100000085,DNA,EMS,Met,Battalion 3,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:04:25,100425,10:04:44,100444,10:05:25,100525,10:05:38,100538.0,,,13.0,0.21666666666666667,Met,True,2026-02-09,Monday,February,10
EN033,S100000086,PCFR,25,EN033,2/9/26 0:00,PA,COM,MR020,33N,F33C,95206,2/9/26 0:00,95254,2/9/26 0:00,95335,95354.0,,,19.0,S100000086,S100000086,DNA,EMS,Met,Battalion 2,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:52:06,95206,09:52:54,95254,09:53:35,95335,09:53:54,95354.0,,,19.0,0.31666666666666665,Met,True,2026-02-09,Monday,February,9
EN033,S100000087,PCFR,29D02P,EN033,2/9/26 0:00,D1,COM,MR020,33N,F33A,93314,2/9/26 0:00,93412,2/9/26 0:00,93757,93807.0,,,10.0,S100000087,S100000087,DNA,EMS,Met,Battalion 2,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:33:14,93314,09:34:12,93412,09:37:57,93757,09:38:07,93807.0,,,10.0,0.16666666666666666,Met,True,2026-02-09,Monday,February,9
EN036,S100000088,PCFR,68C01,EN036,2/9/26 0:00,C1,UTL,EN005,16,F560G,105656,2/9/26 0:00,105722,2/9/26 0:00,110243,110246.0,,,3.0,S100000088,S100000088,DNA,Fire,Met,Battalion 2,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:56:56,105656,10:57:22,105722,11:02:43,110243,11:02:46,110246.0,,,3.0,0.05,Met,True,2026-02-09,Monday,February,11
EN038,S100000089,PCFR,29D02P,EN038,2/9/26 0:00,D1,COM,MR020,33N,F33A,93314,2/9/26 0:00,93412,2/9/26 0:00,93554,93643.0,,,49.0,S100000089,S100000089,DNA,EMS,Met,Battalion 2,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:33:14,93314,09:34:12,93412,09:35:54,93554,09:36:43,93643.0,,,49.0,0.8166666666666667,Met,True,2026-02-09,Monday,February,9
HV009,S100000090,PCFR,60B03O,HV009,2/9/26 0:00,B1,COM,EN002,2,F02A,90007,2/9/26 0:00,90029,2/9/26 0:00,90100,90116.0,,,16.0,S100000090,S100000090,DNA,Fire,Met,Battalion 3,Special Operations,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:00:07,90007,09:00:29,90029,09:01:00,90100,09:01:16,90116.0,,,16.0,0.26666666666666666,Met,True,2026-02-09,Monday,February,9
LD015,S100000091,PCFR,29,LD015,,PA,COM,MR015,15,F15B,92923,2/9/26 0:00,93035,2/9/26 0:00,93105,,,,,S100000091,S100000091,,EMS,Met,Battalion 6,Special Operations,nan,,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:29:23,92923,09:30:35,93035,09:31:05,93105,,,,,,,Met,True,2026-02-09,Monday,February,9
LD023,S100000092,PCFR,25,LD023,2/9/26 0:00,PA,COM,MR006,23,F23D,91409,2/9/26 0:00,91409,2/9/26 0:00,91517,91541.0,,,24.0,S100000092,S100000092,DNA,EMS,Met,Battalion 1,Ladder,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:14:09,91409,09:14:09,91409,09:15:17,91517,09:15:41,91541.0,,,24.0,0.4,Met,True,2026-02-09,Monday,February,9
LD023,S100000093,PCFR,10C03,LD023,2/9/26 0:00,C1,COM,MD022,23,F23D,84446,2/9/26 0:00,84508,2/9/26 0:00,84543,84650.0,,,67.0,S100000093,S100000093,DNA,EMS,Missed,Battalion 1,Ladder,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,08:44:46,84446,08:45:08,84508,08:45:43,84543,08:46:50,84650.0,,,67.0,1.1166666666666667,Missed,False,2026-02-09,Monday,February,8
MD222,S100000094,PCFR,25,MD222,2/9/26 0:00,PA,COM,MD222,7,F07D,101204,2/9/26 0:00,101204,2/9/26 0:00,101241,101246.0,,,5.0,S100000094,S100000094,DNA,EMS,Met,Battalion 1,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:12:04,101204,10:12:04,101204,10:12:41,101241,10:12:46,101246.0,,,5.0,0.08333333333333333,Met,True,2026-02-09,Monday,February,10
MR005,S100000095,PCFR,17A04G,MR005,2/9/26 0:00,A1,COM,MR005,5,F05C,100734,2/9/26 0:00,100749,2/9/26 0:00,100816,100855.0,,,39.0,S100000095,S100000095,DNA,EMS,Met,Battalion 4,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:07:34,100734,10:07:49,100749,10:08:16,100816,10:08:55,100855.0,,,39.0,0.65,Met,True,2026-02-09,Monday,February,10
MR006,S100000096,PCFR,25,MR006,2/9/26 0:00,PA,COM,MR006,23,F23D,91409,2/9/26 0:00,91409,2/9/26 0:00,91517,91556.0,,,39.0,S100000096,S100000096,DNA,EMS,Met,Battalion 1,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:14:09,91409,09:14:09,91409,09:15:17,91517,09:15:56,91556.0,,,39.0,0.65,Met,True,2026-02-09,Monday,February,9
MR010,S100000097,PCFR,21A01T,MR010,2/9/26 0:00,A1,COM,MR010,10,F10B,91435,2/9/26 0:00,91457,2/9/26 0:00,91536,91607.0,,,31.0,S100000097,S100000097,DNA,EMS,Met,Battalion 6,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:14:35,91435,09:14:57,91457,09:15:36,91536,09:16:07,91607.0,,,31.0,0.5166666666666667,Met,True,2026-02-09,Monday,February,9
MR015,S100000098,PCFR,26O07,MR015,2/9/26 0:00,O1,,MR015,8,F02E,111221,2/9/26 0:00,111244,2/9/26 0:00,111306,111357.0,,,51.0,S100000098,S100000098,DNA,EMS,Met,Battalion 6,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,11:12:21,111221,11:12:44,111244,11:13:06,111306,11:13:57,111357.0,,,51.0,0.85,Met,True,2026-02-09,Monday,February,11
MR020,S100000099,PCFR,25,MR020,2/9/26 0:00,PA,COM,MR020,33N,F33C,95206,2/9/26 0:00,95254,2/9/26 0:00,95335,95337.0,,,2.0,S100000099,S100000099,DNA,EMS,Met,Battalion 2,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:52:06,95206,09:52:54,95254,09:53:35,95335,09:53:37,95337.0,,,2.0,0.03333333333333333,Met,True,2026-02-09,Monday,February,9
MR020,S100000100,PCFR,29D02P,MR020,2/9/26 0:00,D1,COM,MR020,33N,F33A,93314,2/9/26 0:00,93412,2/9/26 0:00,93554,93557.0,,,3.0,S100000100,S100000100,DNA,EMS,Met,Battalion 2,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:33:14,93314,09:34:12,93412,09:35:54,93554,09:35:57,93557.0,,,3.0,0.05,Met,True,2026-02-09,Monday,February,9
MR028,S100000101,PCFR,17A04,MR028,2/9/26 0:00,A1,COM,MR028,28,F34G,90917,2/9/26 0:00,90942,2/9/26 0:00,91033,91038.0,,,5.0,S100000101,S100000101,DNA,EMS,Met,Battalion 3,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:09:17,90917,09:09:42,90942,09:10:33,91033,09:10:38,91038.0,,,5.0,0.08333333333333333,Met,True,2026-02-09,Monday,February,9
SQ007,S100000102,PCFR,25,SQ007,2/9/26 0:00,PA,COM,MD222,7,F07D,101204,2/9/26 0:00,101204,2/9/26 0:00,101241,101320.0,,,39.0,S100000102,S100000102,DNA,EMS,Met,Battalion 2,Special Operations,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:12:04,101204,10:12:04,101204,10:12:41,101241,10:13:20,101320.0,,,39.0,0.65,Met,True,2026-02-09,Monday,February,10
TW033,S100000103,PCFR,56A01,TW033,2/9/26 0:00,A1,COM,LD042,42N,F33B,81614,2/9/26 0:00,81635,2/9/26 0:00,81853,81859.0,,,6.0,S100000103,S100000103,DNA,Fire,Met,Battalion 2,Special Operations,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,08:16:14,81614,08:16:35,81635,08:18:53,81853,08:18:59,81859.0,,,6.0,0.1,Met,True,2026-02-09,Monday,February,8
BC003,S100000104,LKFD,9.00E+01,BC003,2/9/26 0:00,E1,,MD234,34,F34C,110439,2/9/26 0:00,110514,2/9/26 0:00,110550,110634.0,,,44.0,S100000104,S100000104,DNA,EMS,Met,Battalion 3,Battalion Chief,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,11:04:39,110439,11:05:14,110514,11:05:50,110550,11:06:34,110634.0,,,44.0,0.7333333333333333,Met,True,2026-02-09,Monday,February,11
BR005,S100000105,WHFD,82D08,BR005,2/9/26 0:00,D1,,WHPV1,WH1,F510I,103308,2/9/26 0:00,103308,2/9/26 0:00,103410,103510.0,,,60.0,S100000105,S100000105,DNA,Fire,Met,Battalion 4,Brush Truck,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:33:08,103308,10:33:08,103308,10:34:10,103410,10:35:10,103510.0,,,60.0,1.0,Met,True,2026-02-09,Monday,February,10
EN005,S100000106,WHFD,82D08,EN005,2/9/26 0:00,D1,,WHPV1,WH1,F510I,103308,2/9/26 0:00,103308,2/9/26 0:00,103658,103719.0,,,21.0,S100000106,S100000106,DNA,Fire,Met,Battalion 4,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:33:08,103308,10:33:08,103308,10:36:58,103658,10:37:19,103719.0,,,21.0,0.35,Met,True,2026-02-09,Monday,February,10
EN017,S100000107,WHFD,26C02,EN017,,C1,COM,MD029,WH5,F510A,100755,2/9/26 0:00,100821,2/9/26 0:00,101143,,,,,S100000107,S100000107,,EMS,Met,Battalion 4,Engine,nan,,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:07:55,100755,10:08:21,100821,10:11:43,101143,,,,,,,Met,True,2026-02-09,Monday,February,10
EN018,S100000108,WHFD,82D08,EN018,2/9/26 0:00,D1,,WHPV1,WH1,F510I,103308,2/9/26 0:00,103308,2/9/26 0:00,103410,103424.0,2/9/26 0:00,104224.0,14.0,S100000108,S100000108,AOS,Fire,Met,Battalion 4,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:33:08,103308,10:33:08,103308,10:34:10,103410,10:34:24,103424.0,10:42:24,104224.0,14.0,0.23333333333333334,Met,True,2026-02-09,Monday,February,10
EN019,S100000109,WHFD,82D08,EN019,2/9/26 0:00,D1,,WHPV1,WH1,F510I,103308,2/9/26 0:00,103308,2/9/26 0:00,103658,103830.0,,,92.0,S100000109,S100000109,DNA,Fire,Missed,Battalion 4,Engine,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:33:08,103308,10:33:08,103308,10:36:58,103658,10:38:30,103830.0,,,92.0,1.5333333333333334,Missed,False,2026-02-09,Monday,February,10
MD009,S100000110,BAFD,10D02,MD009,2/9/26 0:00,D1,COM,MD009,9,F730I,102903,2/9/26 0:00,102926,2/9/26 0:00,103005,103137.0,2/9/26 0:00,103811.0,92.0,S100000110,S100000110,AOS,EMS,Missed,Battalion 6,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:29:03,102903,10:29:26,102926,10:30:05,103005,10:31:37,103137.0,10:38:11,103811.0,92.0,1.5333333333333334,Missed,False,2026-02-09,Monday,February,10
MD016,S100000111,ABFD,29B01,MD016,2/9/26 0:00,B1,COM,BC420,420,F420A,80110,2/9/26 0:00,80110,2/9/26 0:00,80140,80216.0,2/9/26 0:00,81213.0,36.0,S100000111,S100000111,AOS,EMS,Met,Battalion 4,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,08:01:10,80110,08:01:10,80110,08:01:40,80140,08:02:16,80216.0,08:12:13,81213.0,36.0,0.6,Met,True,2026-02-09,Monday,February,8
MD022,S100000112,LKFD,48,MD022,2/9/26 0:00,D1,COM,MD022,22,F23E,95542,2/9/26 0:00,95718,2/9/26 0:00,95745,95748.0,2/9/26 0:00,100848.0,3.0,S100000112,S100000112,AOS,Fire,Met,Battalion 1,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:55:42,95542,09:57:18,95718,09:57:45,95745,09:57:48,95748.0,10:08:48,100848.0,3.0,0.05,Met,True,2026-02-09,Monday,February,9
MD029,S100000113,LKFD,12D04,MD029,2/9/26 0:00,D1,COM,MD034,35N,F28D,94929,2/9/26 0:00,94959,2/9/26 0:00,101008,101011.0,,,3.0,S100000113,S100000113,DNA,EMS,Met,Battalion 4,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,09:49:29,94929,09:49:59,94959,10:10:08,101008,10:10:11,101011.0,,,3.0,0.05,Met,True,2026-02-09,Monday,February,10
MD029,S100000114,WHFD,26C02,MD029,2/9/26 0:00,C1,COM,MD029,WH5,F510A,100755,2/9/26 0:00,100821,2/9/26 0:00,101225,101230.0,2/9/26 0:00,101631.0,5.0,S100000114,S100000114,AOS,EMS,Met,Battalion 4,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:07:55,100755,10:08:21,100821,10:12:25,101225,10:12:30,101230.0,10:16:31,101631.0,5.0,0.08333333333333333,Met,True,2026-02-09,Monday,February,10
MD029,S100000115,WHFD,12D02E,MD029,2/9/26 0:00,D1,COM,MD029,WH4,F510F,81156,2/9/26 0:00,81225,2/9/26 0:00,81352,81423.0,2/9/26 0:00,81914.0,31.0,S100000115,S100000115,AOS,EMS,Met,Battalion 4,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,08:11:56,81156,08:12:25,81225,08:13:52,81352,08:14:23,81423.0,08:19:14,81914.0,31.0,0.5166666666666667,Met,True,2026-02-09,Monday,February,8
MD031,S100000116,LKFD,31C01,MD031,2/9/26 0:00,C1,COM,MD231,31N,F31D,101918,2/9/26 0:00,101934,2/9/26 0:00,102327,102452.0,2/9/26 0:00,102931.0,85.0,S100000116,S100000116,AOS,EMS,Missed,Battalion 1,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:19:18,101918,10:19:34,101934,10:23:27,102327,10:24:52,102452.0,10:29:31,102931.0,85.0,1.4166666666666667,Missed,False,2026-02-09,Monday,February,10
MD031,S100000117,LKFD,17A04,MD031,2/9/26 0:00,A1,COM,MD031,31N,F31D,101011,2/9/26 0:00,101026,2/9/26 0:00,101202,101205.0,2/9/26 0:00,101636.0,3.0,S100000117,S100000117,AOS,EMS,Met,Battalion 1,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:10:11,101011,10:10:26,101026,10:12:02,101202,10:12:05,101205.0,10:16:36,101636.0,3.0,0.05,Met,True,2026-02-09,Monday,February,10
MD031,S100000118,LKFD,06D02,MD031,2/9/26 0:00,D1,COM,MR024,31N,F31D,105904,2/9/26 0:00,105924,2/9/26 0:00,110406,110408.0,2/9/26 0:00,110756.0,2.0,S100000118,S100000118,AOS,EMS,Met,Battalion 1,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:59:04,105904,10:59:24,105924,11:04:06,110406,11:04:08,110408.0,11:07:56,110756.0,2.0,0.03333333333333333,Met,True,2026-02-09,Monday,February,11
MD032,S100000119,LKFD,10D02,MD032,2/9/26 0:00,D1,COM,MD032,35N,F28A,82221,2/9/26 0:00,82248,2/9/26 0:00,82323,82332.0,2/9/26 0:00,83313.0,9.0,S100000119,S100000119,AOS,EMS,Met,Battalion 3,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,08:22:21,82221,08:22:48,82248,08:23:23,82323,08:23:32,82332.0,08:33:13,83313.0,9.0,0.15,Met,True,2026-02-09,Monday,February,8
MD032,S100000120,LKFD,26A10,MD032,2/9/26 0:00,A1,COM,MD032,32,F32B,93802,2/9/26 0:00,93834,2/9/26 0:00,93856,93918.0,2/9/26 0:00,95240.0,22.0,S100000120,S100000120,AOS,EMS,Met,Battalion 3,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:38:02,93802,09:38:34,93834,09:38:56,93856,09:39:18,93918.0,09:52:40,95240.0,22.0,0.36666666666666664,Met,True,2026-02-09,Monday,February,9
MD032,S100000121,LKFD,23C02M,MD032,2/9/26 0:00,C1,,MD032,22,F23F,104808,2/9/26 0:00,104907,2/9/26 0:00,104939,105013.0,2/9/26 0:00,110512.0,34.0,S100000121,S100000121,AOS,EMS,Met,Battalion 3,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,10:48:08,104808,10:49:07,104907,10:49:39,104939,10:50:13,105013.0,11:05:12,110512.0,34.0,0.5666666666666667,Met,True,2026-02-09,Monday,February,10
MD034,S100000122,LKFD,12D04,MD034,2/9/26 0:00,D1,COM,MD034,35N,F28D,94929,2/9/26 0:00,94959,2/9/26 0:00,95020,95129.0,2/9/26 0:00,95843.0,69.0,S100000122,S100000122,AOS,EMS,Missed,Battalion 3,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,09:49:29,94929,09:49:59,94959,09:50:20,95020,09:51:29,95129.0,09:58:43,95843.0,69.0,1.15,Missed,False,2026-02-09,Monday,February,9
MD209,S100000123,BAFD,32,MD209,2/9/26 0:00,PA,COM,MD209,9,F730I,105953,2/9/26 0:00,110120,2/9/26 0:00,110145,110234.0,,,49.0,S100000123,S100000123,DNA,EMS,Met,Battalion 6,Rescue,2/9/26,2026-02-09,2/9/26,2026-02-09,2/9/26,2026-02-09,nan,,10:59:53,105953,11:01:20,110120,11:01:45,110145,11:02:34,110234.0,,,49.0,0.8166666666666667,Met,True,2026-02-09,Monday,February,11
